0,0000;-7,0880
0,4000;-7,0878
0,8000;-7,0874
1,2000;-7,0870
1,6000;-7,0869
2,0000;-7,0867
2,4000;-7,0866
2,8000;-7,0866
3,2000;-7,0863
3,6000;-7,0862
4,0000;-7,0860
4,4000;-7,0857
4,8000;-7,0856
5,2000;-7,0852
5,6000;-7,0849
6,0000;-7,0848
6,4000;-7,0848
6,8000;-7,0847
7,2000;-7,0847
7,6000;-7,0845
8,0000;-7,0839
8,4000;-7,0841
8,8000;-7,0843
9,2000;-7,0843
9,6000;-7,0844
10,0000;-7,0842
10,4000;-7,0842
10,8000;-7,0845
11,2000;-7,0844
11,6000;-7,0841
12,0000;-7,0839
12,4000;-7,0826
12,8000;-7,0824
13,2000;-7,0822
13,6000;-7,0823
14,0000;-7,0822
14,4000;-7,0823
14,8000;-7,0817
15,2000;-7,0810
15,6000;-7,0804
16,0000;-7,0799
16,4000;-7,0790
16,8000;-7,0786
17,2000;-7,0788
17,6000;-7,0787
18,0000;-7,0786
18,4000;-7,0785
18,8000;-7,0778
19,2000;-7,0773
19,6000;-7,0768
20,0000;-7,0766
20,4000;-7,0756
20,8000;-7,0756
21,2000;-7,0753
21,6000;-7,0749
22,0000;-7,0746
22,4000;-7,0742
22,8000;-7,0737
23,2000;-7,0736
23,6000;-7,0729
24,0000;-7,0719
24,4000;-7,0720
24,8000;-7,0712
25,2000;-7,0718
25,6000;-7,0714
26,0000;-7,0709
26,4000;-7,0706
26,8000;-7,0704
27,2000;-7,0701
27,6000;-7,0701
28,0000;-7,0699
28,4000;-7,0699
28,8000;-7,0685
29,2000;-7,0697
29,6000;-7,0692
30,0000;-7,0687
30,4000;-7,0685
30,8000;-7,0680
31,2000;-7,0673
31,6000;-7,0670
32,0000;-7,0659
32,4000;-7,0665
32,8000;-7,0669
33,2000;-7,0665
33,6000;-7,0659
34,0000;-7,0652
34,4000;-7,0648
34,8000;-7,0649
35,2000;-7,0643
35,6000;-7,0642
36,0000;-7,0637
36,4000;-7,0633
36,8000;-7,0634
37,2000;-7,0639
37,6000;-7,0634
38,0000;-7,0625
38,4000;-7,0625
38,8000;-7,0621
39,2000;-7,0615
39,6000;-7,0616
40,0000;-7,0613
40,4000;-7,0613
40,8000;-7,0608
41,2000;-7,0602
41,6000;-7,0602
42,0000;-7,0598
42,4000;-7,0598
42,8000;-7,0593
43,2000;-7,0584
43,6000;-7,0589
44,0000;-7,0588
44,4000;-7,0585
44,8000;-7,0584
45,2000;-7,0578
45,6000;-7,0576
46,0000;-7,0574
46,4000;-7,0566
46,8000;-7,0559
47,2000;-7,0562
47,6000;-7,0558
48,0000;-7,0550
48,4000;-7,0546
48,8000;-7,0544
49,2000;-7,0543
49,6000;-7,0538
50,0000;-7,0541
50,4000;-7,0535
50,8000;-7,0529
51,2000;-7,0526
51,6000;-7,0518
52,0000;-7,0520
52,4000;-7,0520
52,8000;-7,0518
53,2000;-7,0521
53,6000;-7,0518
54,0000;-7,0512
54,4000;-7,0512
54,8000;-7,0512
55,2000;-7,0511
55,6000;-7,0506
56,0000;-7,0503
56,4000;-7,0493
56,8000;-7,0496
57,2000;-7,0486
57,6000;-7,0490
58,0000;-7,0487
58,4000;-7,0482
58,8000;-7,0485
