0	-3,2894				
0,4	-3,2894				
0,8	-3,2895				
1,2	-3,2895				
1,6	-3,2895				
2	-3,2895				
2,4	-3,2896				
2,8	-3,2896				
3,2	-3,2896				
3,6	-3,2896				
4	-3,2896				
4,4	-3,2897				
4,8	-3,2897				
5,2	-3,2897				
5,6	-3,2897				
6	-3,2898				
6,4	-3,2898				
6,8	-3,2898				
7,2	-3,2898				
7,6	-3,2898			1,65184E-05	-3,065445184
8	-3,2899			1,57197E-06	0,000863659
8,4	-3,2899				
8,8	-3,2899		y1=	-3,2936	
9,2	-3,2899		y2=	-3,0563	
9,6	-3,2899		погр=	0,004955506	
10	-3,29		делт	0,2373	
10,4	-3,29				
10,8	-3,29				
11,2	-3,29				
11,6	-3,29				
12	-3,2901				
12,4	-3,2901				
12,8	-3,2901				
13,2	-3,2901				
13,6	-3,2902				
14	-3,2902				
14,4	-3,2902				
14,8	-3,2902				
15,2	-3,2902				
15,6	-3,2903				
16	-3,2903				
16,4	-3,2903				
16,8	-3,2903				
17,2	-3,2903				
17,6	-3,2903				
18	-3,2903				
18,4	-3,2904				
18,8	-3,2904				
19,2	-3,2904				
19,6	-3,2904				
20	-3,2904				
20,4	-3,2904				
20,8	-3,2905				
21,2	-3,2905				
21,6	-3,2905				
22	-3,2905				
22,4	-3,2905				
22,8	-3,2905				
23,2	-3,2905				
23,6	-3,2906				
24	-3,2906				
24,4	-3,2906				
24,8	-3,2906				
25,2	-3,2906				
25,6	-3,2906				
26	-3,2907				
26,4	-3,2907				
26,8	-3,2907				
27,2	-3,2907				
27,6	-3,2907				
28	-3,2908				
28,4	-3,2908				
28,8	-3,2908				
29,2	-3,2908				
29,6	-3,2908				
30	-3,2908				
30,4	-3,2908				
30,8	-3,2908				
31,2	-3,2908				
31,6	-3,2909				
32	-3,2909				
32,4	-3,2909				
32,8	-3,2909				
33,2	-3,2909				
33,6	-3,2909				
34	-3,2909				
34,4	-3,2909				
34,8	-3,2909				
35,2	-3,2909				
35,6	-3,2909				
36	-3,2909				
36,4	-3,2909				
36,8	-3,2909				
37,2	-3,291				
37,6	-3,291				
38	-3,291				
38,4	-3,291				
38,8	-3,291				
39,2	-3,291				
39,6	-3,2911				
40	-3,2911				
40,4	-3,2911				
40,8	-3,2911				
41,2	-3,2911				
41,6	-3,2912				
42	-3,2912				
42,4	-3,2912				
42,8	-3,2912				
43,2	-3,2913				
43,6	-3,2913				
44	-3,2913				
44,4	-3,2913				
44,8	-3,2913				
45,2	-3,2914				
45,6	-3,2914				
46	-3,2914				
46,4	-3,2914				
46,8	-3,2914				
47,2	-3,2914				
47,6	-3,2915				
48	-3,2915				
48,4	-3,2915				
48,8	-3,2915				
49,2	-3,2915				
49,6	-3,2915				
50	-3,2915				
50,4	-3,2915				
50,8	-3,2916				
51,2	-3,2916				
51,6	-3,2916				
52	-3,2916				
52,4	-3,2916				
52,8	-3,2916				
53,2	-3,2916				
53,6	-3,2916				
54	-3,2916				
54,4	-3,2917				
54,8	-3,2917				
55,2	-3,2917				
55,6	-3,2917				
56	-3,2917				
56,4	-3,2917				
56,8	-3,2917				
57,2	-3,2918				
57,6	-3,2918				
58	-3,2918				
58,4	-3,2918				
58,8	-3,2918				
59,2	-3,2918				
59,6	-3,2918				
60	-3,2918				
60,4	-3,2918				
60,8	-3,2919				
61,2	-3,2919				
61,6	-3,2919				
62	-3,2919				
62,4	-3,2919				
62,8	-3,2919				
63,2	-3,2919				
63,6	-3,2919				
64	-3,2919				
64,4	-3,2919				
64,8	-3,2919				
65,2	-3,2919				
65,6	-3,2919				
66	-3,292				
66,4	-3,292				
66,8	-3,292				
67,2	-3,292				
67,6	-3,292				
68	-3,292				
68,4	-3,292				
68,8	-3,292				
69,2	-3,292				
69,6	-3,292				
70	-3,292				
70,4	-3,2921				
70,8	-3,2921				
71,2	-3,2921				
71,6	-3,2921				
72	-3,2921				
72,4	-3,2921				
72,8	-3,2921				
73,2	-3,2921				
73,6	-3,2921				
74	-3,2921				
74,4	-3,2921				
74,8	-3,2921				
75,2	-3,2922				
75,6	-3,2922				
76	-3,2922				
76,4	-3,2922				
76,8	-3,2922				
77,2	-3,2922				
77,6	-3,2922				
78	-3,2922				
78,4	-3,2922				
78,8	-3,2922				
79,2	-3,2922				
79,6	-3,2922				
80	-3,2922				
80,4	-3,2923				
80,8	-3,2923				
81,2	-3,2923				
81,6	-3,2923				
82	-3,2923				
82,4	-3,2923				
82,8	-3,2923				
83,2	-3,2923				
83,6	-3,2924				
84	-3,2924				
84,4	-3,2924				
84,8	-3,2924				
85,2	-3,2924				
85,6	-3,2924				
86	-3,2924				
86,4	-3,2924				
86,8	-3,2924				
87,2	-3,2924				
87,6	-3,2924				
88	-3,2924				
88,4	-3,2924				
88,8	-3,2925				
89,2	-3,2924				
89,6	-3,2925				
90	-3,2925				
90,4	-3,2925				
90,8	-3,2925				
91,2	-3,2925				
91,6	-3,2925				
92	-3,2925				
92,4	-3,2925				
92,8	-3,2925				
93,2	-3,2925				
93,6	-3,2926				
94	-3,2926				
94,4	-3,2926				
94,8	-3,2926				
95,2	-3,2926				
95,6	-3,2926				
96	-3,2926				
96,4	-3,2926				
96,8	-3,2926				
97,2	-3,2926				
97,6	-3,2926				
98	-3,2927				
98,4	-3,2927				
98,8	-3,2927				
99,2	-3,2927				
