0.0000	-7.0880
0.0400	-7.0880
0.0800	-7.0880
0.1200	-7.0879
0.1600	-7.0879
0.2000	-7.0879
0.2400	-7.0879
0.2800	-7.0878
0.3200	-7.0878
0.3600	-7.0878
0.4000	-7.0878
0.4400	-7.0878
0.4800	-7.0878
0.5200	-7.0877
0.5600	-7.0877
0.6000	-7.0877
0.6400	-7.0877
0.6800	-7.0877
0.7200	-7.0876
0.7600	-7.0875
0.8000	-7.0874
0.8400	-7.0873
0.8800	-7.0872
0.9200	-7.0872
0.9600	-7.0871
1.0000	-7.0871
1.0400	-7.0871
1.0800	-7.0870
1.1200	-7.0870
1.1600	-7.0870
1.2000	-7.0870
1.2400	-7.0870
1.2800	-7.0870
1.3200	-7.0870
1.3600	-7.0869
1.4000	-7.0869
1.4400	-7.0870
1.4800	-7.0870
1.5200	-7.0870
1.5600	-7.0869
1.6000	-7.0869
1.6400	-7.0868
1.6800	-7.0868
1.7200	-7.0868
1.7600	-7.0868
1.8000	-7.0868
1.8400	-7.0868
1.8800	-7.0868
1.9200	-7.0867
1.9600	-7.0867
2.0000	-7.0867
2.0400	-7.0867
2.0800	-7.0867
2.1200	-7.0867
2.1600	-7.0867
2.2000	-7.0867
2.2400	-7.0867
2.2800	-7.0866
2.3200	-7.0866
2.3600	-7.0866
2.4000	-7.0866
2.4400	-7.0866
2.4800	-7.0866
2.5200	-7.0865
2.5600	-7.0866
2.6000	-7.0865
2.6400	-7.0865
2.6800	-7.0865
2.7200	-7.0866
2.7600	-7.0866
2.8000	-7.0866
2.8400	-7.0866
2.8800	-7.0865
2.9200	-7.0865
2.9600	-7.0865
3.0000	-7.0864
3.0400	-7.0864
3.0800	-7.0864
3.1200	-7.0864
3.1600	-7.0863
3.2000	-7.0863
3.2400	-7.0863
3.2800	-7.0863
3.3200	-7.0863
3.3600	-7.0863
3.4000	-7.0862
3.4400	-7.0862
3.4800	-7.0862
3.5200	-7.0862
3.5600	-7.0861
3.6000	-7.0862
3.6400	-7.0862
3.6800	-7.0862
3.7200	-7.0862
3.7600	-7.0862
3.8000	-7.0862
3.8400	-7.0861
3.8800	-7.0861
3.9200	-7.0860
3.9600	-7.0860
4.0000	-7.0860
4.0400	-7.0859
4.0800	-7.0859
4.1200	-7.0859
4.1600	-7.0859
4.2000	-7.0858
4.2400	-7.0858
4.2800	-7.0858
4.3200	-7.0857
4.3600	-7.0857
4.4000	-7.0857
4.4400	-7.0857
4.4800	-7.0857
4.5200	-7.0857
4.5600	-7.0857
4.6000	-7.0857
4.6400	-7.0857
4.6800	-7.0857
4.7200	-7.0857
4.7600	-7.0856
4.8000	-7.0856
4.8400	-7.0856
4.8800	-7.0856
4.9200	-7.0856
4.9600	-7.0855
5.0000	-7.0855
5.0400	-7.0854
5.0800	-7.0854
5.1200	-7.0853
5.1600	-7.0853
5.2000	-7.0852
5.2400	-7.0852
5.2800	-7.0851
5.3200	-7.0851
5.3600	-7.0850
5.4000	-7.0850
5.4400	-7.0850
5.4800	-7.0850
5.5200	-7.0850
5.5600	-7.0849
5.6000	-7.0849
5.6400	-7.0849
5.6800	-7.0849
5.7200	-7.0849
5.7600	-7.0849
5.8000	-7.0848
5.8400	-7.0848
5.8800	-7.0848
5.9200	-7.0848
5.9600	-7.0848
6.0000	-7.0848
6.0400	-7.0848
6.0800	-7.0847
6.1200	-7.0847
6.1600	-7.0847
6.2000	-7.0848
6.2400	-7.0848
6.2800	-7.0847
6.3200	-7.0848
6.3600	-7.0848
6.4000	-7.0848
6.4400	-7.0849
6.4800	-7.0848
6.5200	-7.0848
6.5600	-7.0848
6.6000	-7.0848
6.6400	-7.0848
6.6800	-7.0846
6.7200	-7.0848
6.7600	-7.0848
6.8000	-7.0847
6.8400	-7.0847
6.8800	-7.0847
6.9200	-7.0847
6.9600	-7.0846
7.0000	-7.0845
7.0400	-7.0845
7.0800	-7.0845
7.1200	-7.0846
7.1600	-7.0846
7.2000	-7.0847
7.2400	-7.0847
7.2800	-7.0848
7.3200	-7.0847
7.3600	-7.0848
7.4000	-7.0846
7.4400	-7.0846
7.4800	-7.0846
7.5200	-7.0840
7.5600	-7.0845
7.6000	-7.0845
7.6400	-7.0845
7.6800	-7.0844
7.7200	-7.0843
7.7600	-7.0842
7.8000	-7.0842
7.8400	-7.0841
7.8800	-7.0840
7.9200	-7.0839
7.9600	-7.0839
8.0000	-7.0839
8.0400	-7.0838
8.0800	-7.0839
8.1200	-7.0839
8.1600	-7.0839
8.2000	-7.0840
8.2400	-7.0840
8.2800	-7.0840
8.3200	-7.0841
8.3600	-7.0840
8.4000	-7.0841
8.4400	-7.0841
8.4800	-7.0841
8.5200	-7.0842
8.5600	-7.0841
8.6000	-7.0841
8.6400	-7.0842
8.6800	-7.0842
8.7200	-7.0843
8.7600	-7.0843
8.8000	-7.0843
8.8400	-7.0843
8.8800	-7.0844
8.9200	-7.0843
8.9600	-7.0843
9.0000	-7.0844
9.0400	-7.0844
9.0800	-7.0844
9.1200	-7.0843
9.1600	-7.0842
9.2000	-7.0843
9.2400	-7.0839
9.2800	-7.0841
9.3200	-7.0841
9.3600	-7.0841
9.4000	-7.0841
9.4400	-7.0841
9.4800	-7.0841
9.5200	-7.0842
9.5600	-7.0842
9.6000	-7.0844
9.6400	-7.0842
9.6800	-7.0840
9.7200	-7.0844
9.7600	-7.0839
9.8000	-7.0840
9.8400	-7.0842
9.8800	-7.0841
9.9200	-7.0842
9.9600	-7.0842
10.0000	-7.0842
10.0400	-7.0843
10.0800	-7.0844
