146,4	-8,3378				
146,8	-8,3299				
147,2	-8,3335				
147,6	-8,3314				
148	-8,3375				
148,4	-8,3288				
148,8	-8,3343				
149,2	-8,3265				
149,6	-8,3333				
150	-8,3262				
150,4	-8,3318				
150,8	-8,3283				
151,2	-8,3306				
151,6	-8,3271				
152	-8,3273				
152,4	-8,3321				
152,8	-8,3266				
153,2	-8,3337				
153,6	-8,324				
154	-8,3322				
154,4	-8,3262				
154,8	-8,33				
155,2	-8,3269				
155,6	-8,3266				
156	-8,3303				
156,4	-8,3273				
156,8	-8,331				
157,2	-8,3225				
157,6	-8,3301				
158	-8,322				
158,4	-8,3297				
158,8	-8,3232				
159,2	-8,3269				
159,6	-8,3198				
160	-8,3266				
160,4	-8,3237				
160,8	-8,3219				
161,2	-8,3274				
161,6	-8,318				
162	-8,324				
162,4	-8,3268				
162,8	-8,3185				
163,2	-8,3236				
163,6	-8,3184				
164	-8,3181				
164,4	-8,3249				
164,8	-8,3233				
165,2	-8,3273				
165,6	-8,3192				
166	-8,3219				
166,4	-8,328				
166,8	-8,3218				
167,2	-8,3271				
167,6	-8,3196				
168	-8,3284				
168,4	-8,3152				
168,8	-8,3239				
169,2	-8,321				
169,6	-8,3202				
170	-8,3169				
170,4	-8,3208				
170,8	-8,3236				
171,2	-8,3175				
171,6	-8,3226				
172	-8,3163				
172,4	-8,3201				
172,8	-8,3194				
173,2	-8,3191				
173,6	-8,3189				
174	-8,3149				
174,4	-8,3187				
174,8	-8,3107				
175,2	-8,315				
175,6	-8,3173				
176	-8,3099				
176,4	-8,3157				
176,8	-8,3197				
177,2	-8,3107				
177,6	-8,3149				
178	-8,3162				
178,4	-8,3088				
178,8	-8,3147				
179,2	-8,317				
179,6	-8,3075				
180	-8,3114				
180,4	-8,3151				
180,8	-8,3087				
181,2	-8,31				
181,6	-8,3126				
182	-8,3164				
182,4	-8,3095				
182,8	-8,3102				
183,2	-8,3135				
183,6	-8,3096				
184	-8,3088				
184,4	-8,3113				
184,8	-8,3154				
185,2	-8,3059				
185,6	-8,3081				
186	-8,3142				
186,4	-8,312				
186,8	-8,3025				
187,2	-8,3076				
187,6	-8,3111				
188	-8,3083				
188,4	-8,3032				
188,8	-8,3101				
189,2	-8,309				
189,6	-8,3032				
190	-8,3061				
190,4	-8,3086				
190,8	-8,3046				
191,2	-8,3069				
191,6	-8,3103				
192	-8,3088				
192,4	-8,3074				
192,8	-8,3045				
193,2	-8,309				
193,6	-8,311				
194	-8,304				
194,4	-8,3117				
194,8	-8,3061				
195,2	-8,3102				
195,6	-8,3055				
196	-8,308				
196,4	-8,3098				
196,8	-8,3045				
197,2	-8,3111				
197,6	-8,303				
198	-8,3079				
198,4	-8,3053				
198,8	-8,3095				
199,2	-8,2979				
199,6	-8,3083				
200	-8,305				
200,4	-8,3034				
200,8	-8,3088				
201,2	-8,3011				
201,6	-8,3059				
202	-8,3033				
202,4	-8,2955				
202,8	-8,3003				
203,2	-8,3059				
203,6	-8,2996				
204	-8,3014				
204,4	-8,3061				
204,8	-8,2988				
205,2	-8,3035				
205,6	-8,2983				
206	-8,3004				
206,4	-8,3054				
206,8	-8,2998				
207,2	-8,3015				
207,6	-8,3028				
208	-8,2998				
208,4	-8,3019				
208,8	-8,2956				
209,2	-8,3034				
209,6	-8,2972				
210	-8,299				
210,4	-8,2984				
210,8	-8,2978				
211,2	-8,3036				
211,6	-8,2951				
212	-8,3045				
212,4	-8,2956				
212,8	-8,3027				
213,2	-8,2962				
213,6	-8,3022				
214	-8,2923				
214,4	-8,3014				
214,8	-8,2931				
215,2	-8,2959				
215,6	-8,2975				
216	-8,2944				
216,4	-8,2988				
216,8	-8,2908				
217,2	-8,297				
217,6	-8,2907				
218	-8,296				
218,4	-8,2975				
218,8	-8,2931				
219,2	-8,2992				
219,6	-8,2885				
220	-8,2982				
220,4	-8,2898				
220,8	-8,2983				
221,2	-8,2886				
221,6	-8,2964				
222	-8,2947				
222,4	-8,29				
222,8	-8,2973				
223,2	-8,2881				
223,6	-8,2892				
224	-8,2952				
224,4	-8,2898				
224,8	-8,2912				
225,2	-8,2939				
225,6	-8,2862				
226	-8,292				
226,4	-8,2848				
226,8	-8,2922				
227,2	-8,2965				
227,6	-8,2849				
228	-8,2928				
228,4	-8,2889				
228,8	-8,2911				
229,2	-8,2953				
229,6	-8,2838				
230	-8,2894				
230,4	-8,2941				
230,8	-8,2879				
231,2	-8,2935				
231,6	-8,2858				
232	-8,2893				
232,4	-8,2911				
232,8	-8,2856				
233,2	-8,2916				
233,6	-8,285				
234	-8,2896				
234,4	-8,2906				
234,8	-8,2843				
235,2	-8,2913				
235,6	-8,289				
236	-8,2858				
236,4	-8,289				
236,8	-8,2841				
237,2	-8,2891				
237,6	-8,2842				
238	-8,287				
238,4	-8,2898				
238,8	-8,2804				
239,2	-8,2887				
239,6	-8,2828				
240	-8,2874				
240,4	-8,2887				
240,8	-8,284				
241,2	-8,2903				
241,6	-8,2791				
242	-8,2846				
242,4	-8,2851				
242,8	-8,281				
243,2	-8,2876				
243,6	-8,2793				
244	-8,2847				
244,4	-8,2871				
244,8	-8,2787				
245,2	-8,2863				
245,6	-8,2816				
246	-8,2817				
246,4	-8,2872				
246,8	-8,2768				
247,2	-8,2805				
247,6	-8,2866				
248	-8,2815				
248,4	-8,2809				
248,8	-8,2855				
249,2	-8,2838				
249,6	-8,2777				
250	-8,2857				
250,4	-8,282				
250,8	-8,2814				
251,2	-8,2859				
251,6	-8,2776				
252	-8,2855				
252,4	-8,2747				
252,8	-8,2826				
253,2	-8,2793				
253,6	-8,2776				
254	-8,2841				
254,4	-8,273				
254,8	-8,2802				
255,2	-8,2808				
255,6	-8,2785				
256	-8,2776				
256,4	-8,273				
256,8	-8,2823				
257,2	-8,2713				
257,6	-8,279				
258	-8,2754				
258,4	-8,2819				
258,8	-8,2783				
259,2	-8,2804				
259,6	-8,2779				
260	-8,2821				
260,4	-8,2807				
260,8	-8,2826				
261,2	-8,2809				
261,6	-8,2825				
262	-8,2777				
262,4	-8,2834				
262,8	-8,2822				
263,2	-8,2855				
263,6	-8,2785				
264	-8,2846				
264,4	-8,2815				
264,8	-8,2808				
265,2	-8,2812				
265,6	-8,2801				
266	-8,2813				
266,4	-8,2783				
266,8	-8,2818				
267,2	-8,2831				
267,6	-8,2781				
268	-8,2833				
268,4	-8,2818				
268,8	-8,2843				
269,2	-8,2766				
269,6	-8,2782				
270	-8,2836				
270,4	-8,2815				
270,8	-8,2791				
271,2	-8,2801				
271,6	-8,2796				
272	-8,2804				
272,4	-8,2703				
272,8	-8,2742				
273,2	-8,2802				
273,6	-8,2737				
274	-8,2773				
274,4	-8,2792				
274,8	-8,2746				
275,2	-8,2748				
275,6	-8,28				
276	-8,2751				
276,4	-8,2761				
276,8	-8,2746				
277,2	-8,2763				
277,6	-8,2711				
278	-8,2749				
278,4	-8,2711				
278,8	-8,2774				
279,2	-8,2759				
279,6	-8,2754				
280	-8,2667				
280,4	-8,2728				
280,8	-8,2771				
281,2	-8,2677				
281,6	-8,2745				
282	-8,2753				
282,4	-8,2669				
282,8	-8,2742				
283,2	-8,2721				
283,6	-8,2717				
284	-8,2619				
284,4	-8,2716				
284,8	-8,27				
285,2	-8,2729				
285,6	-8,2726				
286	-8,269				
286,4	-8,2717				
286,8	-8,2665				
287,2	-8,272				
287,6	-8,2717				
288	-8,2701				
288,4	-8,2702				
288,8	-8,2721				
289,2	-8,2657				
289,6	-8,2708				
290	-8,2636				
290,4	-8,2676				
290,8	-8,268				
291,2	-8,2694				
291,6	-8,2641				
292	-8,2696				
292,4	-8,269				
292,8	-8,2666				
293,2	-8,2694				
293,6	-8,2666				
294	-8,2692				
294,4	-8,2637				
294,8	-8,2674				
295,2	-8,2688				
295,6	-8,264				
296	-8,2692				
296,4	-8,266				
296,8	-8,2679				
297,2	-8,2682				
297,6	-8,263				
298	-8,2684				
298,4	-8,2594				
298,8	-8,2641				
299,2	-8,2656				
299,6	-8,2593				
300	-8,2643				
300,4	-8,2666				
300,8	-8,2628				
301,2	-8,2612				
301,6	-8,2635				
302	-8,2582				
302,4	-8,2635				
302,8	-8,2595				
303,2	-8,2598				
303,6	-8,2629				
304	-8,258				
304,4	-8,2616				
304,8	-8,2643				
305,2	-8,2625				
305,6	-8,2593				
306	-8,2619				
306,4	-8,2596				
306,8	-8,2606				
307,2	-8,2573				
307,6	-8,2567				
308	-8,2611				
308,4	-8,2526				
308,8	-8,2566				
309,2	-8,2612				
309,6	-8,2543				
310	-8,2589				
310,4	-8,255				
310,8	-8,2587				
311,2	-8,2577				
311,6	-8,2514				
312	-8,255				
312,4	-8,2525				
312,8	-8,2514				
313,2	-8,2563				
313,6	-8,2559				
314	-8,2532				
314,4	-8,2581				
314,8	-8,2567				
315,2	-8,2532				
315,6	-8,2542				
316	-8,2538				
316,4	-8,2496				
316,8	-8,2526				
317,2	-8,257				
317,6	-8,2549				
318	-8,2485				
318,4	-8,2529				
318,8	-8,2557				
319,2	-8,2468				
319,6	-8,2468				
320	-8,2523				
320,4	-8,2492				
320,8	-8,2483				
321,2	-8,2481				
321,6	-8,2501				
322	-8,247				
322,4	-8,2489				
322,8	-8,2526				
323,2	-8,247				
323,6	-8,2476				
324	-8,2498				
324,4	-8,2446				
324,8	-8,2501				
325,2	-8,245				
325,6	-8,2481				
326	-8,2441				
326,4	-8,2449				
326,8	-8,2495				
327,2	-8,2439				
327,6	-8,2439				
328	-8,2505				
328,4	-8,2418				
328,8	-8,2483				
329,2	-8,2417				
329,6	-8,2447				
330	-8,2468				
330,4	-8,242				
330,8	-8,2404				
331,2	-8,244				
331,6	-8,247				
332	-8,2474				
332,4	-8,2397				
332,8	-8,2438				
333,2	-8,2478				
333,6	-8,2368				
334	-8,2425				
334,4	-8,2427				
334,8	-8,2362				
335,2	-8,2395				
335,6	-8,2417				
336	-8,2421				
336,4	-8,242				
336,8	-8,2305				
337,2	-8,2365				
337,6	-8,2418				
338	-8,2359				
338,4	-8,2366				
338,8	-8,2402				
339,2	-8,2329				
339,6	-8,2329				
340	-8,2405				
340,4	-8,2406				
340,8	-8,2309				
341,2	-8,235				
341,6	-8,238				
342	-8,2374				
342,4	-8,2332				
342,8	-8,2364				
343,2	-8,24				
343,6	-8,2314				
344	-8,2322				
344,4	-8,2355				
344,8	-8,2368				
345,2	-8,235				
345,6	-8,2384				
346	-8,2275				
346,4	-8,2325				
346,8	-8,236				
347,2	-8,2292				
347,6	-8,231				
348	-8,2337				
348,4	-8,2352				
348,8	-8,2284				
349,2	-8,2282				
349,6	-8,2297				
350	-8,2325				
350,4	-8,233				
350,8	-8,2358				
351,2	-8,2251				
351,6	-8,2332				
352	-8,236				
352,4	-8,2256				
352,8	-8,2275				
353,2	-8,2324				
353,6	-8,2329				
354	-8,2299				
354,4	-8,2275				
354,8	-8,226				
355,2	-8,2228				
355,6	-8,2278				
356	-8,2315				
356,4	-8,2271				
356,8	-8,2226				
357,2	-8,2217				
357,6	-8,2233				
358	-8,2273				
358,4	-8,2273				
358,8	-8,2193				
359,2	-8,2258				
359,6	-8,2283				
360	-8,2235				
360,4	-8,2253				
360,8	-8,2199				
361,2	-8,221				
361,6	-8,2211				
362	-8,2224				
362,4	-8,2269				
362,8	-8,2277				
363,2	-8,2214				
363,6	-8,2173				
364	-8,2229				
364,4	-8,2268				
364,8	-8,2165				
365,2	-8,2213				
365,6	-8,226				
366	-8,2214				
366,4	-8,2158				
366,8	-8,219				
367,2	-8,2221				
367,6	-8,2222				
368	-8,2203				
368,4	-8,2153				
368,8	-8,2195				
369,2	-8,2216				
369,6	-8,2215				
370	-8,223				
370,4	-8,217				
370,8	-8,2133				
371,2	-8,2178				
371,6	-8,2234				
372	-8,2251				
372,4	-8,2142				
372,8	-8,2178				
373,2	-8,2208				
373,6	-8,2225				
374	-8,2158				
374,4	-8,2147				
374,8	-8,2113				
375,2	-8,2136				
375,6	-8,2165				
376	-8,221				
376,4	-8,2129				
376,8	-8,2094				
377,2	-8,2152				
377,6	-8,2191				
378	-8,2142				
378,4	-8,2089				
378,8	-8,214				
379,2	-8,2164				
379,6	-8,2158				
380	-8,2104				
380,4	-8,2064				
380,8	-8,2118				
381,2	-8,213				
381,6	-8,2131				
382	-8,2097				
382,4	-8,2043				
382,8	-8,2054				
383,2	-8,2094				
383,6	-8,2113				
384	-8,2039				
384,4	-8,1994				
384,8	-8,2033				
385,2	-8,2015				
385,6	-8,1909				
386	-8,1913				
386,4	-8,1896				
386,8	-8,1914				
387,2	-8,1917				
387,6	-8,1871				
388	-8,1772				
388,4	-8,1773				
388,8	-8,1811				
389,2	-8,1783				
389,6	-8,1685				
390	-8,168				
390,4	-8,1702				
390,8	-8,1652				
391,2	-8,1577				
391,6	-8,1606				
392	-8,1594				
392,4	-8,1557				
392,8	-8,1487				
393,2	-8,1476				
393,6	-8,1494				
394	-8,1412				
394,4	-8,1393				
394,8	-8,1396				
395,2	-8,1314				
395,6	-8,1251				
396	-8,1227				
396,4	-8,1251				
396,8	-8,1135				
397,2	-8,1126				
397,6	-8,1135				
398	-8,11				
398,4	-8,0981				
398,8	-8,0969				
399,2	-8,0987				
399,6	-8,0966				
400	-8,0845				
400,4	-8,0841				
400,8	-8,0854				
401,2	-8,0744				
401,6	-8,0716				
402	-8,0736				
402,4	-8,0672				
402,8	-8,0603				
403,2	-8,0599				
403,6	-8,0597				
404	-8,0468				
404,4	-8,0412				
404,8	-8,0463				
405,2	-8,036				
405,6	-8,0308				
406	-8,0336				
406,4	-8,0289				
406,8	-8,0259				
407,2	-8,0132				
407,6	-8,0147				
408	-8,0136				
408,4	-8,0022				
408,8	-7,9979				
409,2	-8,0008				
409,6	-8,0012				
410	-7,9893				
410,4	-7,9908				
410,8	-7,9863				
411,2	-7,9773				
411,6	-7,9763				
412	-7,979				
412,4	-7,975				
412,8	-7,9631				
413,2	-7,961				
413,6	-7,9645				
414	-7,9615				
414,4	-7,9521				
414,8	-7,9483				
415,2	-7,9492				
415,6	-7,9476				
416	-7,9453				
416,4	-7,9358				
416,8	-7,932				
417,2	-7,9319				
417,6	-7,9317				
418	-7,9256				
418,4	-7,9208				
418,8	-7,9171				
419,2	-7,9218				
419,6	-7,9219				
420	-7,9149				
420,4	-7,9055				
420,8	-7,904				
421,2	-7,9083				
421,6	-7,9064				
422	-7,9036				
422,4	-7,8974				
422,8	-7,8903				
423,2	-7,8919				
423,6	-7,8941				
424	-7,8877				
424,4	-7,8804				
424,8	-7,8857				
425,2	-7,8851				
425,6	-7,8744				
426	-7,8783				
426,4	-7,878				
426,8	-7,8766				
427,2	-7,8703				
427,6	-7,8631				
428	-7,8685				
428,4	-7,8672				
428,8	-7,8576				
429,2	-7,8636				
429,6	-7,8644				
430	-7,8563				
430,4	-7,8532				
430,8	-7,8587				
431,2	-7,8568				
431,6	-7,8478				
432	-7,8438				
432,4	-7,8485				
432,8	-7,8499				
433,2	-7,8389				
433,6	-7,8441				
434	-7,8454				
434,4	-7,8429				
434,8	-7,8331				
435,2	-7,832				
435,6	-7,8362				
436	-7,8385				
436,4	-7,8345				
436,8	-7,8275				
437,2	-7,8271				
437,6	-7,8317				
438	-7,831				
438,4	-7,8241				
438,8	-7,819				
439,2	-7,8181				
439,6	-7,8197				
440	-7,8248				
440,4	-7,822				
440,8	-7,8179				
441,2	-7,8115				
441,6	-7,8166				
442	-7,8185				
442,4	-7,8151				
442,8	-7,8118				
443,2	-7,8077				
443,6	-7,8109				
444	-7,8112				
444,4	-7,8069				
444,8	-7,8005				
445,2	-7,8062				
445,6	-7,8008				
446	-7,7999				
446,4	-7,8051				
446,8	-7,8023				
447,2	-7,7963				
447,6	-7,7968				
448	-7,7978				
448,4	-7,8004				
448,8	-7,7971				
449,2	-7,7896				
449,6	-7,787				
450	-7,7904				
450,4	-7,7945				
450,8	-7,7912				
451,2	-7,7894				
451,6	-7,7816				
452	-7,7791				
452,4	-7,7834				
452,8	-7,7864				
453,2	-7,7848				
453,6	-7,7778				
454	-7,7742				
454,4	-7,7765				
454,8	-7,7812				
455,2	-7,7781				
455,6	-7,7708				
456	-7,7726				
456,4	-7,7751				
456,8	-7,7776				
457,2	-7,7705				
457,6	-7,7649				
458	-7,7651				
458,4	-7,7687				
458,8	-7,7701				
459,2	-7,77				
459,6	-7,763				
460	-7,7582				
460,4	-7,7616				
460,8	-7,7642				
461,2	-7,765				
461,6	-7,7608				
462	-7,7522				
462,4	-7,7542				
462,8	-7,7563				
463,2	-7,7584				
463,6	-7,757				
464	-7,7498				
464,4	-7,749				
464,8	-7,7504				
465,2	-7,7548				
465,6	-7,7482				
466	-7,7448				
466,4	-7,7484				
466,8	-7,752				
467,2	-7,744				
467,6	-7,7404				
468	-7,7456				
468,4	-7,7464				
468,8	-7,7403				
469,2	-7,735				
469,6	-7,7403				
470	-7,7422				
470,4	-7,7427				
470,8	-7,7357				
471,2	-7,7324				
471,6	-7,737				
472	-7,7388				
472,4	-7,7324				
472,8	-7,7281				
473,2	-7,73				
473,6	-7,7342				
474	-7,7363				
474,4	-7,7343				
474,8	-7,7262				
475,2	-7,7266				
475,6	-7,7299				
476	-7,7319				
476,4	-7,727				
476,8	-7,7211				
477,2	-7,7187				
477,6	-7,7243				
478	-7,7264				
478,4	-7,7165				
478,8	-7,7159				
479,2	-7,7206				
479,6	-7,7235				
480	-7,7205				
480,4	-7,7126				
480,8	-7,7137				
481,2	-7,7215				
481,6	-7,718				
482	-7,7084				
482,4	-7,7142				
482,8	-7,7179				
483,2	-7,7088				
483,6	-7,712				
484	-7,7153				
484,4	-7,7067				
484,8	-7,7077				
485,2	-7,7134				
485,6	-7,7025				
486	-7,7072				
486,4	-7,7104				
486,8	-7,7008				
487,2	-7,7023				
487,6	-7,7079				
488	-7,704				
488,4	-7,6982				
488,8	-7,7002				
489,2	-7,7034				
489,6	-7,7025				
490	-7,6955				
490,4	-7,6928				
490,8	-7,6964				
491,2	-7,7				
491,6	-7,6978				
492	-7,6903				
492,4	-7,6898				
492,8	-7,6947				
493,2	-7,6972				
493,6	-7,6959				
494	-7,6872				
494,4	-7,6865				
494,8	-7,6883				
495,2	-7,6899				
495,6	-7,693				
496	-7,6854				
496,4	-7,6816				
496,8	-7,6842				
497,2	-7,6874				
497,6	-7,6888				
498	-7,6866				
498,4	-7,6795				
498,8	-7,6772				
499,2	-7,6797				
499,6	-7,6827				
500	-7,6851				
500,4	-7,6836				
500,8	-7,6786				
501,2	-7,6731				
501,6	-7,6768				
502	-7,6803				
502,4	-7,6818				
502,8	-7,6741				
503,2	-7,6737				
503,6	-7,6768				
504	-7,6795				
504,4	-7,6757				
504,8	-7,671				
505,2	-7,6678				
505,6	-7,6706				
506	-7,6737				
506,4	-7,6741				
506,8	-7,6684				
507,2	-7,6663				
507,6	-7,6695				
508	-7,6723				
508,4	-7,6701				
508,8	-7,6647				
509,2	-7,6619				
509,6	-7,6625				
510	-7,6656				
510,4	-7,6685				
510,8	-7,6687				
511,2	-7,6625				
511,6	-7,6589				
512	-7,6578				
512,4	-7,6598				
512,8	-7,6625				
513,2	-7,666				
513,6	-7,6632				
514	-7,6588				
514,4	-7,653				
514,8	-7,6541				
515,2	-7,658				
515,6	-7,6607				
516	-7,6592				
516,4	-7,6551				
516,8	-7,6512				
517,2	-7,6498				
517,6	-7,6512				
518	-7,6533				
518,4	-7,6567				
518,8	-7,656				
519,2	-7,6506				
519,6	-7,6451				
520	-7,6462				
520,4	-7,6478				
520,8	-7,6504				
521,2	-7,6527				
521,6	-7,6522				
522	-7,6502				
522,4	-7,6435				
522,8	-7,6412				
523,2	-7,642				
523,6	-7,6435				
524	-7,6465				
524,4	-7,649				
524,8	-7,6468				
525,2	-7,6418				
525,6	-7,6372				
526	-7,6381				
526,4	-7,64				
526,8	-7,6388				
527,2	-7,6398				
527,6	-7,6409				
528	-7,6426				
528,4	-7,6404				
528,8	-7,6356				
529,2	-7,6333				
529,6	-7,6336				
530	-7,636				
530,4	-7,6364				
