0,0000;-7,4992

0,4000;-7,4983

0,8000;-7,4977

1,2000;-7,4972

1,6000;-7,4967

2,0000;-7,4962

2,4000;-7,4957

2,8000;-7,4953

3,2000;-7,4948

3,6000;-7,4944

4,0000;-7,4940

4,4000;-7,4936

4,8000;-7,4932

5,2000;-7,4927

5,6000;-7,4924

6,0000;-7,4920

6,4000;-7,4916

6,8000;-7,4912

7,2000;-7,4908

7,6000;-7,4904

8,0000;-7,4899

8,4000;-7,4896

8,8000;-7,4891

9,2000;-7,4887

9,6000;-7,4884

10,0000;-7,4880

10,4000;-7,4876

10,8000;-7,4872

11,2000;-7,4868

11,6000;-7,4863

12,0000;-7,4859

12,4000;-7,4856

12,8000;-7,4852

13,2000;-7,4849

13,6000;-7,4843

14,0000;-7,4838

14,4000;-7,4835

14,8000;-7,4832

15,2000;-7,4832

15,6000;-7,4829

16,0000;-7,4825

16,4000;-7,4826

16,8000;-7,4820

17,2000;-7,4815

17,6000;-7,4815

18,0000;-7,4812

18,4000;-7,4814

18,8000;-7,4812

19,2000;-7,4805

19,6000;-7,4804

20,0000;-7,4799

20,4000;-7,4800

20,8000;-7,4799

21,2000;-7,4797

21,6000;-7,4794

22,0000;-7,4794

22,4000;-7,4792

22,8000;-7,4787

23,2000;-7,4779

23,6000;-7,4768

24,0000;-7,4764

24,4000;-7,4767

24,8000;-7,4766

25,2000;-7,4760

25,6000;-7,4758

26,0000;-7,4753

26,4000;-7,4750

26,8000;-7,4742

27,2000;-7,4735

27,6000;-7,4730

28,0000;-7,4721

28,4000;-7,4715

28,8000;-7,4710

29,2000;-7,4705

29,6000;-7,4701

30,0000;-7,4697

30,4000;-7,4692

30,8000;-7,4687

31,2000;-7,4683

31,6000;-7,4680

32,0000;-7,4674

32,4000;-7,4671

32,8000;-7,4664

33,2000;-7,4657

33,6000;-7,4651

34,0000;-7,4643

34,4000;-7,4637

34,8000;-7,4631

35,2000;-7,4626

35,6000;-7,4623

36,0000;-7,4621

36,4000;-7,4620

36,8000;-7,4616

37,2000;-7,4610

37,6000;-7,4604

38,0000;-7,4599

38,4000;-7,4596

38,8000;-7,4595

39,2000;-7,4594

39,6000;-7,4591

40,0000;-7,4586

40,4000;-7,4583

40,8000;-7,4579

41,2000;-7,4573

41,6000;-7,4568

42,0000;-7,4564

42,4000;-7,4562

42,8000;-7,4559

43,2000;-7,4557

43,6000;-7,4554

44,0000;-7,4548

44,4000;-7,4545

44,8000;-7,4543

45,2000;-7,4540

45,6000;-7,4535

46,0000;-7,4530

46,4000;-7,4524

46,8000;-7,4520

47,2000;-7,4516

47,6000;-7,4510

48,0000;-7,4506

48,4000;-7,4504

48,8000;-7,4502

49,2000;-7,4500

49,6000;-7,4497

50,0000;-7,4493

50,4000;-7,4487

50,8000;-7,4482

51,2000;-7,4477

