0,0000;27,0654;0,0000

0,4000;27,0657;0,0000

0,8000;27,0659;0,0000

1,2000;27,0661;0,0000

1,6000;27,0665;0,0000

2,0000;27,0667;0,0000

2,4000;27,0670;0,0000

2,8000;27,0673;0,0000

3,2000;27,0676;0,0000

3,6000;27,0678;0,0000

4,0000;27,0679;0,0000

4,4000;27,0684;0,0000

4,8000;27,0684;0,0000

5,2000;27,0697;0,0000

5,6000;27,0694;0,0000

6,0000;27,0697;0,0000

6,4000;27,0699;0,0000

6,8000;27,0702;0,0000

7,2000;27,0701;0,0000

7,6000;27,0707;0,0000

8,0000;27,0711;0,0000

8,4000;27,0713;0,0000

8,8000;27,0716;0,0000

9,2000;27,0718;0,0000

9,6000;27,0719;0,0000

10,0000;27,0721;0,0000

10,4000;27,0722;0,0000

10,8000;27,0722;0,0000

11,2000;27,0726;0,0000

11,6000;27,0727;0,0000

12,0000;27,0728;0,0000

12,4000;27,0730;0,0000

12,8000;27,0730;0,0000

13,2000;27,0731;0,0000

13,6000;27,0731;0,0000

14,0000;27,0732;0,0000

14,4000;27,0733;0,0000

14,8000;27,0731;0,0000

15,2000;27,0732;0,0000

15,6000;27,0731;0,0000

16,0000;27,0733;0,0000

16,4000;27,0733;0,0000

16,8000;27,0734;0,0000

17,2000;27,0752;0,0000

17,6000;27,0735;0,0000

18,0000;27,0733;0,0000

18,4000;27,0733;0,0000

18,8000;27,0732;0,0000

19,2000;27,0340;0,0000

19,6000;27,0129;0,0000

20,0000;27,0103;0,0000

20,4000;27,0162;0,0000

20,8000;27,0201;0,0000

21,2000;27,0186;0,0000

21,6000;27,0225;0,0000

22,0000;27,0288;0,0000

22,4000;27,0330;0,0000

22,8000;27,0346;0,0000

23,2000;27,0367;0,0000

23,6000;27,0374;0,0000

24,0000;27,0387;0,0000

24,4000;27,0400;0,0000

24,8000;27,0413;0,0000

25,2000;27,0423;0,0000

25,6000;27,0432;0,0000

26,0000;27,0446;0,0000

26,4000;27,0457;0,0000

