0,0000;27,0654;0,0000
0,0400;27,0655;0,0000
0,0800;27,0654;0,0000
0,1200;27,0654;0,0000
0,1600;27,0654;0,0000
0,2000;27,0654;0,0000
0,2400;27,0655;0,0000
0,2800;27,0655;0,0000
0,3200;27,0656;0,0000
0,3600;27,0658;0,0000
0,4000;27,0657;0,0000
0,4400;27,0657;0,0000
0,4800;27,0657;0,0000
0,5200;27,0658;0,0000
0,5600;27,0657;0,0000
0,6000;27,0658;0,0000
0,6400;27,0659;0,0000
0,6800;27,0659;0,0000
0,7200;27,0659;0,0000
0,7600;27,0658;0,0000
0,8000;27,0659;0,0000
0,8400;27,0659;0,0000
0,8800;27,0660;0,0000
0,9200;27,0661;0,0000
0,9600;27,0660;0,0000
1,0000;27,0661;0,0000
1,0400;27,0661;0,0000
1,0800;27,0661;0,0000
1,1200;27,0661;0,0000
1,1600;27,0662;0,0000
1,2000;27,0661;0,0000
1,2400;27,0662;0,0000
1,2800;27,0663;0,0000
1,3200;27,0662;0,0000
1,3600;27,0663;0,0000
1,4000;27,0663;0,0000
1,4400;27,0663;0,0000
1,4800;27,0663;0,0000
1,5200;27,0665;0,0000
1,5600;27,0665;0,0000
1,6000;27,0665;0,0000
1,6400;27,0664;0,0000
1,6800;27,0665;0,0000
1,7200;27,0664;0,0000
1,7600;27,0665;0,0000
1,8000;27,0666;0,0000
1,8400;27,0666;0,0000
1,8800;27,0666;0,0000
1,9200;27,0667;0,0000
1,9600;27,0667;0,0000
2,0000;27,0667;0,0000
2,0400;27,0668;0,0000
2,0800;27,0667;0,0000
2,1200;27,0668;0,0000
2,1600;27,0668;0,0000
2,2000;27,0668;0,0000
2,2400;27,0669;0,0000
2,2800;27,0669;0,0000
2,3200;27,0669;0,0000
2,3600;27,0670;0,0000
2,4000;27,0670;0,0000
2,4400;27,0671;0,0000
2,4800;27,0670;0,0000
2,5200;27,0670;0,0000
2,5600;27,0670;0,0000
2,6000;27,0670;0,0000
2,6400;27,0671;0,0000
2,6800;27,0672;0,0000
2,7200;27,0672;0,0000
2,7600;27,0672;0,0000
2,8000;27,0673;0,0000
2,8400;27,0675;0,0000
2,8800;27,0676;0,0000
2,9200;27,0676;0,0000
2,9600;27,0678;0,0000
3,0000;27,0678;0,0000
3,0400;27,0678;0,0000
3,0800;27,0676;0,0000
3,1200;27,0677;0,0000
3,1600;27,0677;0,0000
3,2000;27,0676;0,0000
3,2400;27,0677;0,0000
3,2800;27,0677;0,0000
3,3200;27,0677;0,0000
3,3600;27,0676;0,0000
3,4000;27,0676;0,0000
3,4400;27,0677;0,0000
3,4800;27,0677;0,0000
3,5200;27,0677;0,0000
3,5600;27,0677;0,0000
3,6000;27,0678;0,0000
3,6400;27,0678;0,0000
3,6800;27,0677;0,0000
3,7200;27,0678;0,0000
3,7600;27,0680;0,0000
3,8000;27,0681;0,0000
3,8400;27,0683;0,0000
3,8800;27,0684;0,0000
3,9200;27,0683;0,0000
3,9600;27,0680;0,0000
4,0000;27,0679;0,0000
4,0400;27,0680;0,0000
4,0800;27,0682;0,0000
4,1200;27,0684;0,0000
4,1600;27,0684;0,0000
4,2000;27,0682;0,0000
4,2400;27,0682;0,0000
4,2800;27,0685;0,0000
4,3200;27,0687;0,0000
4,3600;27,0687;0,0000
4,4000;27,0684;0,0000
4,4400;27,0684;0,0000
4,4800;27,0684;0,0000
4,5200;27,0682;0,0000
4,5600;27,0680;0,0000
4,6000;27,0681;0,0000
4,6400;27,0693;0,0000
4,6800;27,0698;0,0000
4,7200;27,0690;0,0000
4,7600;27,0688;0,0000
4,8000;27,0684;0,0000
4,8400;27,0682;0,0000
4,8800;27,0681;0,0000
4,9200;27,0688;0,0000
4,9600;27,0692;0,0000
5,0000;27,0692;0,0000
5,0400;27,0692;0,0000
5,0800;27,0691;0,0000
5,1200;27,0691;0,0000
5,1600;27,0693;0,0000
